neutron,1.0,keV,10000
neutron,51.12280701754386,keV,10000
neutron,101.24561403508773,keV,10000
neutron,151.3684210526316,keV,10000
neutron,201.49122807017545,keV,10000
neutron,251.61403508771932,keV,10000
neutron,301.7368421052632,keV,10000
neutron,351.859649122807,keV,10000
neutron,401.9824561403509,keV,10000
neutron,452.1052631578948,keV,10000
neutron,502.22807017543863,keV,10000
neutron,552.3508771929825,keV,10000
neutron,602.4736842105264,keV,10000
neutron,652.5964912280702,keV,10000
neutron,702.719298245614,keV,10000
neutron,752.8421052631579,keV,10000
neutron,802.9649122807018,keV,10000
neutron,853.0877192982457,keV,10000
neutron,903.2105263157896,keV,10000
neutron,953.3333333333334,keV,10000
neutron,1003.4561403508773,keV,10000
neutron,1053.578947368421,keV,10000
neutron,1103.701754385965,keV,10000
neutron,1153.8245614035088,keV,10000
neutron,1203.9473684210527,keV,10000
neutron,1254.0701754385966,keV,10000
neutron,1304.1929824561405,keV,10000
neutron,1354.3157894736844,keV,10000
neutron,1404.438596491228,keV,10000
neutron,1454.561403508772,keV,10000
neutron,1504.6842105263158,keV,10000
neutron,1554.8070175438597,keV,10000
neutron,1604.9298245614036,keV,10000
neutron,1655.0526315789475,keV,10000
neutron,1705.1754385964914,keV,10000
neutron,1755.2982456140353,keV,10000
neutron,1805.4210526315792,keV,10000
neutron,1855.5438596491229,keV,10000
neutron,1905.6666666666667,keV,10000
neutron,1955.7894736842106,keV,10000
neutron,2005.9122807017545,keV,10000
neutron,2056.035087719298,keV,10000
neutron,2106.157894736842,keV,10000
neutron,2156.280701754386,keV,10000
neutron,2206.40350877193,keV,10000
neutron,2256.5263157894738,keV,10000
neutron,2306.6491228070176,keV,10000
neutron,2356.7719298245615,keV,10000
neutron,2406.8947368421054,keV,10000
neutron,2457.0175438596493,keV,10000
neutron,2507.140350877193,keV,10000
neutron,2557.263157894737,keV,10000
neutron,2607.385964912281,keV,10000
neutron,2657.508771929825,keV,10000
neutron,2707.631578947369,keV,10000
neutron,2757.7543859649127,keV,10000
neutron,2807.877192982456,keV,10000
neutron,2858.0,keV,10000
neutron,2908.122807017544,keV,10000
neutron,2958.245614035088,keV,10000
neutron,3008.3684210526317,keV,10000
neutron,3058.4912280701756,keV,10000
neutron,3108.6140350877195,keV,10000
neutron,3158.7368421052633,keV,10000
neutron,3208.8596491228072,keV,10000
neutron,3258.982456140351,keV,10000
neutron,3309.105263157895,keV,10000
neutron,3359.228070175439,keV,10000
neutron,3409.350877192983,keV,10000
neutron,3459.4736842105267,keV,10000
neutron,3509.5964912280706,keV,10000
neutron,3559.7192982456145,keV,10000
neutron,3609.8421052631584,keV,10000
neutron,3659.964912280702,keV,10000
neutron,3710.0877192982457,keV,10000
neutron,3760.2105263157896,keV,10000
neutron,3810.3333333333335,keV,10000
neutron,3860.4561403508774,keV,10000
neutron,3910.5789473684213,keV,10000
neutron,3960.701754385965,keV,10000
